"states","years","quarter","pincodes","transaction_count","transaction_amount"
"Uttar Pradesh",2024,1,201009,"1787","2629325"
"Uttar Pradesh",2024,1,201318,"1574","2959887"
"Uttar Pradesh",2024,1,244001,"1445","2300436"
"Uttar Pradesh",2024,1,250001,"1420","2617128"
"Uttar Pradesh",2024,1,201102,"1354","1821952"
"Uttar Pradesh",2024,1,201307,"1220","2000668"
"Uttar Pradesh",2024,1,201304,"916","1344131"
"Uttar Pradesh",2024,1,201003,"913","1615253"
"Uttar Pradesh",2024,1,201014,"888","1442417"
"Uttarakhand",2020,2,248001,"134","23867"
"Uttarakhand",2020,2,249403,"43","8196"
"Uttarakhand",2020,2,263139,"40","8164"
"Uttarakhand",2020,2,248008,"23","4247"
"Uttarakhand",2020,2,247667,"23","4343"
"Uttarakhand",2020,2,248007,"22","4524"
"Uttarakhand",2020,2,248171,"22","3993"
"Uttarakhand",2020,2,263153,"19","4406"
"Uttarakhand",2020,2,244713,"15","2921"
"Uttarakhand",2020,2,263148,"14","2828"
"Uttarakhand",2020,3,248001,"175","57961"
"Uttarakhand",2020,3,263153,"82","18342"
"Uttarakhand",2020,3,244713,"81","26328"
"Uttarakhand",2020,3,249403,"77","17764"
"Uttarakhand",2020,3,263139,"59","18713"
"Uttarakhand",2020,3,247667,"40","11561"
"Uttarakhand",2020,3,248007,"36","16453"
"Uttarakhand",2020,3,249404,"29","11056"
"Uttarakhand",2020,3,248008,"28","9085"
"Uttarakhand",2020,3,263148,"26","6101"
"Uttarakhand",2020,4,248001,"148","170094"
"Uttarakhand",2020,4,263139,"108","130138"
"Uttarakhand",2020,4,263153,"81","45411"
"Uttarakhand",2020,4,249403,"73","55803"
"Uttarakhand",2020,4,244713,"62","60697"
"Uttarakhand",2020,4,247667,"47","48473"
"Uttarakhand",2020,4,248007,"39","44893"
"Uttarakhand",2020,4,249401,"38","43913"
"Uttarakhand",2020,4,248008,"35","38722"
"Uttarakhand",2020,4,248005,"35","35781"
"Uttarakhand",2021,1,248001,"235","272729"
"Uttarakhand",2021,1,263153,"143","87942"
"Uttarakhand",2021,1,249403,"127","114681"
"Uttarakhand",2021,1,263139,"126","109427"
"Uttarakhand",2021,1,249402,"111","68446"
"Uttarakhand",2021,1,244713,"109","153794"
"Uttarakhand",2021,1,248007,"67","72679"
"Uttarakhand",2021,1,263148,"67","43293"
"Uttarakhand",2021,1,247667,"59","86895"
"Uttarakhand",2021,1,249404,"55","61745"
"Uttarakhand",2021,2,248001,"222","252535"
"Uttarakhand",2021,2,263153,"133","81466"
"Uttarakhand",2021,2,263139,"116","160087"
"Uttarakhand",2021,2,249403,"114","109413"
"Uttarakhand",2021,2,244713,"97","132433"
"Uttarakhand",2021,2,247667,"97","124991"
"Uttarakhand",2021,2,248007,"79","111376"
"Uttarakhand",2021,2,248008,"67","88956"
"Uttarakhand",2021,2,246149,"63","64184"
"Uttarakhand",2021,2,244712,"59","83294"
"Uttarakhand",2021,3,247667,"409","257998"
"Uttarakhand",2021,3,248001,"319","317646"
"Uttarakhand",2021,3,263139,"222","253823"
"Uttarakhand",2021,3,249403,"201","178179"
"Uttarakhand",2021,3,263153,"179","165993"
"Uttarakhand",2021,3,244713,"143","169789"
"Uttarakhand",2021,3,247688,"94","43151"
"Uttarakhand",2021,3,248007,"90","137923"
"Uttarakhand",2021,3,249404,"87","100914"
"Uttarakhand",2021,3,246149,"85","105605"
"Uttarakhand",2021,4,248001,"521","731215"
"Uttarakhand",2021,4,263139,"360","506724"
"Uttarakhand",2021,4,247667,"313","305729"
"Uttarakhand",2021,4,263153,"252","248523"
"Uttarakhand",2021,4,244713,"238","332068"
"Uttarakhand",2021,4,249403,"195","177771"
"Uttarakhand",2021,4,244715,"152","151915"
"Uttarakhand",2021,4,248007,"145","214693"
"Uttarakhand",2021,4,246149,"116","171124"
"Uttarakhand",2021,4,247688,"104","47615"
"Uttarakhand",2022,1,248001,"549","923054"
"Uttarakhand",2022,1,263139,"325","540173"
"Uttarakhand",2022,1,263153,"213","276437"
"Uttarakhand",2022,1,249403,"189","233768"
"Uttarakhand",2022,1,247667,"174","256112"
"Uttarakhand",2022,1,244713,"173","268328"
"Uttarakhand",2022,1,248007,"142","259774"
"Uttarakhand",2022,1,246149,"121","184847"
"Uttarakhand",2022,1,248121,"116","187159"
"Uttarakhand",2022,1,248171,"114","162247"
"Uttarakhand",2022,2,248001,"605","834941"
"Uttarakhand",2022,2,263139,"353","515094"
"Uttarakhand",2022,2,263153,"208","255531"
"Uttarakhand",2022,2,244713,"185","286117"
"Uttarakhand",2022,2,247667,"182","244767"
"Uttarakhand",2022,2,249403,"142","214494"
"Uttarakhand",2022,2,248008,"137","210878"
"Uttarakhand",2022,2,248007,"133","256663"
"Uttarakhand",2022,2,246149,"125","217512"
"Uttarakhand",2022,2,248121,"118","179634"
"Uttarakhand",2022,3,248001,"615","830504"
"Uttarakhand",2022,3,263139,"461","578595"
"Uttarakhand",2022,3,263153,"309","369933"
"Uttarakhand",2022,3,244713,"243","342604"
"Uttarakhand",2022,3,247667,"229","328532"
"Uttarakhand",2022,3,249403,"226","271435"
"Uttarakhand",2022,3,248007,"184","318849"
"Uttarakhand",2022,3,248008,"159","235455"
"Uttarakhand",2022,3,248171,"149","203320"
"Uttarakhand",2022,3,246149,"147","198514"
"Uttarakhand",2022,4,248001,"814","1328545"
"Uttarakhand",2022,4,263139,"593","869655"
"Uttarakhand",2022,4,263153,"404","476117"
"Uttarakhand",2022,4,247667,"295","477217"
"Uttarakhand",2022,4,249403,"282","353194"
"Uttarakhand",2022,4,244713,"277","416617"
"Uttarakhand",2022,4,248007,"244","390067"
"Uttarakhand",2022,4,248008,"215","329432"
"Uttarakhand",2022,4,246149,"202","280609"
"Uttarakhand",2022,4,244715,"182","211192"
"Uttarakhand",2023,1,248001,"741","1231807"
"Uttarakhand",2023,1,263139,"487","740030"
"Uttarakhand",2023,1,263153,"334","562809"
"Uttarakhand",2023,1,249403,"257","518105"
"Uttarakhand",2023,1,248007,"244","468042"
"Uttarakhand",2023,1,247667,"233","453941"
"Uttarakhand",2023,1,244713,"230","405294"
"Uttarakhand",2023,1,246149,"186","244688"
"Uttarakhand",2023,1,248008,"163","260050"
"Uttarakhand",2023,1,248171,"152","297409"
"Uttarakhand",2023,2,248001,"738","1212111"
"Uttarakhand",2023,2,263139,"498","819264"
"Uttarakhand",2023,2,263153,"418","548648"
"Uttarakhand",2023,2,248007,"286","474660"
"Uttarakhand",2023,2,244713,"253","467130"
"Uttarakhand",2023,2,247667,"227","380856"
"Uttarakhand",2023,2,246149,"184","293528"
"Uttarakhand",2023,2,249403,"179","338335"
"Uttarakhand",2023,2,263148,"176","306700"
"Uttarakhand",2023,2,248171,"168","321257"
"Uttarakhand",2023,3,248001,"764","1089443"
"Uttarakhand",2023,3,263139,"495","687855"
"Uttarakhand",2023,3,263153,"378","510338"
"Uttarakhand",2023,3,248007,"272","403811"
"Uttarakhand",2023,3,244713,"268","441427"
"Uttarakhand",2023,3,247667,"266","453804"
"Uttarakhand",2023,3,249403,"192","228881"
"Uttarakhand",2023,3,246149,"181","261935"
"Uttarakhand",2023,3,248008,"169","281738"
"Uttarakhand",2023,3,263148,"153","196426"
"Uttarakhand",2023,4,248001,"933","1682051"
"Uttarakhand",2023,4,263139,"619","1043701"
"Uttarakhand",2023,4,263153,"451","706126"
"Uttarakhand",2023,4,244713,"370","727239"
"Uttarakhand",2023,4,247667,"351","686957"
"Uttarakhand",2023,4,248007,"314","595272"
"Uttarakhand",2023,4,249403,"286","417297"
"Uttarakhand",2023,4,248171,"225","457393"
"Uttarakhand",2023,4,246149,"219","324794"
"Uttarakhand",2023,4,248008,"211","395286"
"Uttarakhand",2024,1,248001,"1010","1513101"
"Uttarakhand",2024,1,263139,"682","1237728"
"Uttarakhand",2024,1,263153,"457","580708"
"Uttarakhand",2024,1,244713,"374","686292"
"Uttarakhand",2024,1,247667,"368","720741"
"Uttarakhand",2024,1,248007,"359","617950"
"Uttarakhand",2024,1,249403,"323","509717"
"Uttarakhand",2024,1,246149,"291","383558"
"Uttarakhand",2024,1,248008,"289","499268"
"Uttarakhand",2024,1,248171,"226","449586"
"West Bengal",2020,2,711101,"108","17860"
"West Bengal",2020,2,700156,"106","18049"
"West Bengal",2020,2,700059,"99","15212"
"West Bengal",2020,2,700040,"98","16166"
"West Bengal",2020,2,700074,"96","14374"
"West Bengal",2020,2,734006,"72","12630"
"West Bengal",2020,2,700157,"71","10772"
"West Bengal",2020,2,700102,"68","10735"
"West Bengal",2020,2,711102,"67","10977"
"West Bengal",2020,2,700039,"67","11188"
"West Bengal",2020,3,711101,"111","21032"
"West Bengal",2020,3,700091,"103","30050"
"West Bengal",2020,3,700135,"102","24259"
"West Bengal",2020,3,700074,"95","22913"
"West Bengal",2020,3,700015,"94","17028"
"West Bengal",2020,3,721101,"94","19144"
"West Bengal",2020,3,700006,"92","20245"
"West Bengal",2020,3,734006,"90","19256"
"West Bengal",2020,3,700156,"79","21789"
"West Bengal",2020,3,700075,"78","19057"
"West Bengal",2020,4,700017,"187","136281"
"West Bengal",2020,4,736135,"187","124617"
"West Bengal",2020,4,700105,"108","84254"
"West Bengal",2020,4,711101,"83","72968"
"West Bengal",2020,4,700046,"81","68216"
"West Bengal",2020,4,700059,"78","50240"
"West Bengal",2020,4,711302,"73","43116"
"West Bengal",2020,4,700150,"69","47503"
"West Bengal",2020,4,734006,"67","40182"
"West Bengal",2020,4,732101,"66","47861"
"West Bengal",2021,1,700046,"750","471141"
"West Bengal",2021,1,712138,"404","146465"
"West Bengal",2021,1,732101,"216","116162"
"West Bengal",2021,1,700020,"195","168615"
"West Bengal",2021,1,711101,"183","125442"
"West Bengal",2021,1,700019,"181","108087"
"West Bengal",2021,1,700074,"167","112389"
"West Bengal",2021,1,734003,"162","116991"
"West Bengal",2021,1,700001,"159","111551"
"West Bengal",2021,1,700006,"158","119806"
"West Bengal",2021,2,712138,"724","263805"
"West Bengal",2021,2,700046,"318","150953"
"West Bengal",2021,2,700074,"197","92906"
"West Bengal",2021,2,700039,"165","99685"
"West Bengal",2021,2,732101,"137","95643"
"West Bengal",2021,2,712136,"118","66424"
"West Bengal",2021,2,734003,"113","88530"
"West Bengal",2021,2,700059,"113","76775"
"West Bengal",2021,2,700156,"113","122064"
"West Bengal",2021,2,711101,"105","71040"
"West Bengal",2021,3,712138,"1350","480755"
"West Bengal",2021,3,700046,"478","244863"
"West Bengal",2021,3,732101,"388","250628"
"West Bengal",2021,3,711101,"384","215425"
"West Bengal",2021,3,712223,"375","157798"
"West Bengal",2021,3,700078,"359","175842"
"West Bengal",2021,3,700019,"354","178872"
"West Bengal",2021,3,713102,"315","182115"
"West Bengal",2021,3,700074,"220","103112"
"West Bengal",2021,3,700036,"220","115048"
"West Bengal",2021,4,732101,"298","252105"
"West Bengal",2021,4,711101,"273","253332"
"West Bengal",2021,4,712138,"266","99082"
"West Bengal",2021,4,700039,"240","222767"
"West Bengal",2021,4,700046,"232","171166"
"West Bengal",2021,4,700006,"204","205977"
"West Bengal",2021,4,700156,"201","209481"
"West Bengal",2021,4,700015,"197","187440"
"West Bengal",2021,4,711202,"182","154996"
"West Bengal",2021,4,700059,"177","213012"
"West Bengal",2022,1,734006,"439","402290"
"West Bengal",2022,1,711101,"394","445518"
"West Bengal",2022,1,700039,"329","339064"
"West Bengal",2022,1,732101,"325","313798"
"West Bengal",2022,1,713101,"325","333098"
"West Bengal",2022,1,700014,"323","350518"
"West Bengal",2022,1,711102,"316","318377"
"West Bengal",2022,1,700135,"306","415448"
"West Bengal",2022,1,700019,"284","310166"
"West Bengal",2022,1,700006,"276","297352"
"West Bengal",2022,2,734006,"388","358646"
"West Bengal",2022,2,711101,"371","355788"
"West Bengal",2022,2,700014,"325","280234"
"West Bengal",2022,2,700019,"306","333399"
"West Bengal",2022,2,700156,"284","420657"
"West Bengal",2022,2,700039,"269","273063"
"West Bengal",2022,2,732101,"257","266496"
"West Bengal",2022,2,700135,"246","387539"
"West Bengal",2022,2,700015,"244","219876"
"West Bengal",2022,2,700091,"238","284457"
"West Bengal",2022,3,711101,"445","430598"
"West Bengal",2022,3,732101,"420","458647"
"West Bengal",2022,3,700039,"417","525970"
"West Bengal",2022,3,700156,"387","597279"
"West Bengal",2022,3,700019,"385","406687"
"West Bengal",2022,3,700006,"376","441328"
"West Bengal",2022,3,700015,"376","425286"
"West Bengal",2022,3,734006,"350","364816"
"West Bengal",2022,3,700135,"335","501668"
"West Bengal",2022,3,700091,"331","397082"
"West Bengal",2022,4,711101,"509","510667"
"West Bengal",2022,4,700156,"481","691517"
"West Bengal",2022,4,734006,"441","548187"
"West Bengal",2022,4,721101,"438","496093"
"West Bengal",2022,4,700039,"430","489960"
"West Bengal",2022,4,700135,"419","618932"
"West Bengal",2022,4,732101,"416","428675"
"West Bengal",2022,4,711102,"397","490722"
"West Bengal",2022,4,700015,"393","509298"
"West Bengal",2022,4,700006,"393","496216"
"West Bengal",2023,1,711101,"595","657261"
"West Bengal",2023,1,700039,"530","655436"
"West Bengal",2023,1,700135,"488","731378"
"West Bengal",2023,1,732101,"483","589694"
"West Bengal",2023,1,734006,"480","532468"
"West Bengal",2023,1,700156,"468","744365"
"West Bengal",2023,1,700015,"450","487096"
"West Bengal",2023,1,700052,"436","513848"
"West Bengal",2023,1,700019,"432","550821"
"West Bengal",2023,1,700059,"429","591853"
"West Bengal",2023,2,700039,"493","598387"
"West Bengal",2023,2,734006,"460","524817"
"West Bengal",2023,2,711101,"460","511039"
"West Bengal",2023,2,700156,"427","664046"
"West Bengal",2023,2,700059,"381","484787"
"West Bengal",2023,2,700135,"379","587163"
"West Bengal",2023,2,700091,"374","469232"
"West Bengal",2023,2,732101,"370","418773"
"West Bengal",2023,2,700015,"369","481893"
"West Bengal",2023,2,700006,"358","399440"
"West Bengal",2023,3,700091,"557","680347"
"West Bengal",2023,3,700039,"535","611970"
"West Bengal",2023,3,700156,"535","845130"
"West Bengal",2023,3,711101,"509","567588"
"West Bengal",2023,3,734006,"499","532904"
"West Bengal",2023,3,732101,"461","486371"
"West Bengal",2023,3,700059,"457","498211"
"West Bengal",2023,3,700015,"451","492303"
"West Bengal",2023,3,700135,"447","730624"
"West Bengal",2023,3,700019,"427","412341"
"West Bengal",2023,4,700156,"699","1054625"
"West Bengal",2023,4,734006,"647","771414"
"West Bengal",2023,4,711101,"644","689473"
"West Bengal",2023,4,700039,"594","739443"
"West Bengal",2023,4,732101,"585","699180"
"West Bengal",2023,4,700135,"556","939622"
"West Bengal",2023,4,700091,"535","767163"
"West Bengal",2023,4,700015,"521","683025"
"West Bengal",2023,4,700059,"518","843045"
"West Bengal",2023,4,711102,"517","769517"
"West Bengal",2024,1,711101,"708","892873"
"West Bengal",2024,1,700135,"698","1092134"
"West Bengal",2024,1,700156,"665","1144618"
"West Bengal",2024,1,734006,"588","726038"
"West Bengal",2024,1,732101,"568","689377"
"West Bengal",2024,1,700039,"563","736083"
"West Bengal",2024,1,700015,"558","744878"
"West Bengal",2024,1,700006,"516","699258"
"West Bengal",2024,1,721301,"507","592231"
"West Bengal",2024,1,700091,"503","704566"
"Andaman & Nicobar",2020,2,744301,"3","565"
"Andaman & Nicobar",2020,2,744104,"2","513"
"Andaman & Nicobar",2020,2,744101,"1","282"
"Andaman & Nicobar",2020,3,744112,"9","3432"
"Andaman & Nicobar",2020,3,744105,"7","3948"
"Andaman & Nicobar",2020,3,744101,"5","2194"
"Andaman & Nicobar",2020,3,744206,"4","1620"
"Andaman & Nicobar",2020,3,744107,"3","1095"
"Andaman & Nicobar",2020,3,744103,"3","947"
"Andaman & Nicobar",2020,3,744302,"3","562"
"Andaman & Nicobar",2020,3,744211,"2","101"
"Andaman & Nicobar",2020,3,744301,"2","886"
"Andaman & Nicobar",2020,3,744102,"2","314"
"Andaman & Nicobar",2020,4,744105,"25","25659"
"Andaman & Nicobar",2020,4,744101,"23","29686"
"Andaman & Nicobar",2020,4,744103,"18","24904"
"Andaman & Nicobar",2020,4,744102,"17","25073"
"Andaman & Nicobar",2020,4,744112,"8","10459"
"Andaman & Nicobar",2020,4,744106,"6","4840"
"Andaman & Nicobar",2020,4,744204,"6","11659"
"Andaman & Nicobar",2020,4,744104,"4","10271"
"Andaman & Nicobar",2020,4,744206,"3","100"
"Andaman & Nicobar",2020,4,744205,"3","5235"
"Andaman & Nicobar",2021,1,744105,"47","53060"
"Andaman & Nicobar",2021,1,744103,"35","39985"
"Andaman & Nicobar",2021,1,744101,"33","24571"
"Andaman & Nicobar",2021,1,744204,"25","29635"
"Andaman & Nicobar",2021,1,744202,"12","17588"
"Andaman & Nicobar",2021,1,744102,"12","14085"
"Andaman & Nicobar",2021,1,744104,"9","7310"
"Andaman & Nicobar",2021,1,744107,"8","9253"
"Andaman & Nicobar",2021,1,744205,"7","11223"
"Andaman & Nicobar",2021,1,744301,"7","6612"
"Andaman & Nicobar",2021,2,744103,"36","33716"
"Andaman & Nicobar",2021,2,744101,"17","19787"
"Andaman & Nicobar",2021,2,744105,"15","17163"
"Andaman & Nicobar",2021,2,744102,"13","10326"
"Andaman & Nicobar",2021,2,744204,"10","10557"
"Andaman & Nicobar",2021,2,744107,"8","11459"
"Andaman & Nicobar",2021,2,744202,"6","9766"
"Andaman & Nicobar",2021,2,744104,"6","8889"
"Andaman & Nicobar",2021,2,744205,"6","12669"
"Andaman & Nicobar",2021,2,744210,"4","9430"
"Andaman & Nicobar",2021,3,744105,"70","82425"
"Andaman & Nicobar",2021,3,744103,"44","53909"
"Andaman & Nicobar",2021,3,744101,"26","29601"
"Andaman & Nicobar",2021,3,744102,"14","20616"
"Andaman & Nicobar",2021,3,744204,"13","20075"
"Andaman & Nicobar",2021,3,744202,"11","18134"
"Andaman & Nicobar",2021,3,744112,"11","14406"
"Andaman & Nicobar",2021,3,744302,"8","7247"
"Andaman & Nicobar",2021,3,744107,"6","6406"
"Andaman & Nicobar",2021,3,744104,"6","2221"
"Andaman & Nicobar",2021,4,744105,"194","232344"
"Andaman & Nicobar",2021,4,744101,"159","211326"
"Andaman & Nicobar",2021,4,744103,"133","168668"
"Andaman & Nicobar",2021,4,744102,"66","68931"
"Andaman & Nicobar",2021,4,744301,"32","53658"
"Andaman & Nicobar",2021,4,744204,"31","102213"
"Andaman & Nicobar",2021,4,744104,"24","31069"
"Andaman & Nicobar",2021,4,744112,"22","38599"
"Andaman & Nicobar",2021,4,744202,"21","23016"
"Andaman & Nicobar",2021,4,744205,"13","30437"
"Andaman & Nicobar",2022,1,744103,"174","226181"
"Andaman & Nicobar",2022,1,744101,"149","204646"
"Andaman & Nicobar",2022,1,744105,"137","218321"
"Andaman & Nicobar",2022,1,744102,"102","147402"
"Andaman & Nicobar",2022,1,744112,"36","39197"
"Andaman & Nicobar",2022,1,744104,"33","35406"
"Andaman & Nicobar",2022,1,744107,"28","36877"
"Andaman & Nicobar",2022,1,744207,"19","50799"
"Andaman & Nicobar",2022,1,744301,"16","33406"
"Andaman & Nicobar",2022,1,744205,"15","29159"
"Andaman & Nicobar",2022,2,744103,"97","156861"
"Andaman & Nicobar",2022,2,744101,"87","121168"
"Andaman & Nicobar",2022,2,744105,"78","137418"
"Andaman & Nicobar",2022,2,744102,"62","58453"
"Andaman & Nicobar",2022,2,744104,"26","32107"
"Andaman & Nicobar",2022,2,744107,"22","52244"
"Andaman & Nicobar",2022,2,744211,"19","25543"
"Andaman & Nicobar",2022,2,744112,"18","24391"
"Andaman & Nicobar",2022,2,744301,"14","28331"
"Andaman & Nicobar",2022,2,744202,"13","20817"
"Andaman & Nicobar",2022,3,744103,"151","198569"
"Andaman & Nicobar",2022,3,744101,"119","151539"
"Andaman & Nicobar",2022,3,744105,"101","106324"
"Andaman & Nicobar",2022,3,744102,"76","102757"
"Andaman & Nicobar",2022,3,744104,"31","35790"
"Andaman & Nicobar",2022,3,744301,"27","67604"
"Andaman & Nicobar",2022,3,744202,"27","53016"
"Andaman & Nicobar",2022,3,744205,"17","34250"
"Andaman & Nicobar",2022,3,744107,"16","29251"
"Andaman & Nicobar",2022,3,744204,"11","17184"
"Andaman & Nicobar",2022,4,744103,"199","299036"
"Andaman & Nicobar",2022,4,744105,"166","253344"
"Andaman & Nicobar",2022,4,744101,"146","163498"
"Andaman & Nicobar",2022,4,744102,"80","98862"
"Andaman & Nicobar",2022,4,744202,"43","68397"
"Andaman & Nicobar",2022,4,744107,"38","73829"
"Andaman & Nicobar",2022,4,744104,"31","55827"
"Andaman & Nicobar",2022,4,744205,"27","56611"
"Andaman & Nicobar",2022,4,744211,"27","59500"
"Andaman & Nicobar",2022,4,744112,"25","42024"
"Andaman & Nicobar",2023,1,744103,"236","286594"
"Andaman & Nicobar",2023,1,744101,"206","233281"
"Andaman & Nicobar",2023,1,744105,"164","256300"
"Andaman & Nicobar",2023,1,744102,"117","134841"
"Andaman & Nicobar",2023,1,744107,"30","54849"
"Andaman & Nicobar",2023,1,744301,"30","58745"
"Andaman & Nicobar",2023,1,744112,"29","49945"
"Andaman & Nicobar",2023,1,744202,"29","64193"
"Andaman & Nicobar",2023,1,744205,"27","40580"
"Andaman & Nicobar",2023,1,744211,"24","29149"
"Andaman & Nicobar",2023,2,744103,"171","341853"
"Andaman & Nicobar",2023,2,744105,"166","255069"
"Andaman & Nicobar",2023,2,744101,"134","189989"
"Andaman & Nicobar",2023,2,744102,"82","101875"
"Andaman & Nicobar",2023,2,744104,"27","34345"
"Andaman & Nicobar",2023,2,744301,"25","41299"
"Andaman & Nicobar",2023,2,744207,"22","43459"
"Andaman & Nicobar",2023,2,744112,"21","20427"
"Andaman & Nicobar",2023,2,744107,"20","24693"
"Andaman & Nicobar",2023,2,744205,"17","31404"
"Andaman & Nicobar",2023,3,744103,"191","306744"
"Andaman & Nicobar",2023,3,744105,"147","212575"
"Andaman & Nicobar",2023,3,744101,"143","213581"
"Andaman & Nicobar",2023,3,744102,"100","120875"
"Andaman & Nicobar",2023,3,744202,"35","60750"
"Andaman & Nicobar",2023,3,744104,"30","50544"
"Andaman & Nicobar",2023,3,744112,"26","46075"
"Andaman & Nicobar",2023,3,744301,"18","34636"
"Andaman & Nicobar",2023,3,744205,"16","25131"
"Andaman & Nicobar",2023,3,744302,"16","24369"
"Andaman & Nicobar",2023,4,744103,"268","415144"
"Andaman & Nicobar",2023,4,744105,"214","372312"
"Andaman & Nicobar",2023,4,744101,"181","241849"
"Andaman & Nicobar",2023,4,744102,"121","161224"
"Andaman & Nicobar",2023,4,744104,"64","80581"
"Andaman & Nicobar",2023,4,744112,"50","50671"
"Andaman & Nicobar",2023,4,744107,"42","71047"
"Andaman & Nicobar",2023,4,744202,"36","60749"
"Andaman & Nicobar",2023,4,744301,"24","52732"
"Andaman & Nicobar",2023,4,744205,"23","38962"
"Andaman & Nicobar",2024,1,744103,"302","456306"
"Andaman & Nicobar",2024,1,744105,"249","331342"
"Andaman & Nicobar",2024,1,744101,"223","287339"
"Andaman & Nicobar",2024,1,744102,"141","182213"
"Andaman & Nicobar",2024,1,744202,"59","110482"
"Andaman & Nicobar",2024,1,744104,"59","84757"
"Andaman & Nicobar",2024,1,744112,"52","62867"
"Andaman & Nicobar",2024,1,744107,"52","73449"
"Andaman & Nicobar",2024,1,744207,"40","62007"
"Andaman & Nicobar",2024,1,744205,"28","38204"
"Andhra Pradesh",2020,2,515001,"540","86088"
"Andhra Pradesh",2020,2,515004,"437","71761"
"Andhra Pradesh",2020,2,516360,"339","55455"
"Andhra Pradesh",2020,2,516001,"322","50705"
"Andhra Pradesh",2020,2,533005,"301","46454"
"Andhra Pradesh",2020,2,517002,"279","43236"
"Andhra Pradesh",2020,2,530016,"262","41153"
"Andhra Pradesh",2020,2,517501,"259","43013"
"Andhra Pradesh",2020,2,533103,"258","43311"
"Andhra Pradesh",2020,2,515671,"250","43610"
"Andhra Pradesh",2020,3,535003,"968","195870"
"Andhra Pradesh",2020,3,524004,"795","165322"
"Andhra Pradesh",2020,3,517501,"777","172113"
"Andhra Pradesh",2020,3,517507,"776","201732"
"Andhra Pradesh",2020,3,516001,"746","161284"
"Andhra Pradesh",2020,3,524002,"663","143659"
"Andhra Pradesh",2020,3,530016,"661","156016"
"Andhra Pradesh",2020,3,524003,"608","128862"
"Andhra Pradesh",2020,3,520010,"542","116222"
"Andhra Pradesh",2020,3,516360,"532","135236"
"Andhra Pradesh",2020,4,515001,"292","120291"
"Andhra Pradesh",2020,4,516001,"260","110284"
"Andhra Pradesh",2020,4,517501,"234","139080"
"Andhra Pradesh",2020,4,530016,"233","101891"
"Andhra Pradesh",2020,4,517507,"228","123376"
"Andhra Pradesh",2020,4,530026,"215","132499"
"Andhra Pradesh",2020,4,524002,"211","99952"
"Andhra Pradesh",2020,4,522004,"201","102846"
"Andhra Pradesh",2020,4,522001,"196","110129"
"Andhra Pradesh",2020,4,522003,"181","79955"
"Andhra Pradesh",2021,1,530016,"287","144342"
"Andhra Pradesh",2021,1,516001,"258","130242"
"Andhra Pradesh",2021,1,530026,"250","114038"
"Andhra Pradesh",2021,1,517501,"249","105904"
"Andhra Pradesh",2021,1,520010,"224","135466"
"Andhra Pradesh",2021,1,517507,"215","169433"
"Andhra Pradesh",2021,1,522001,"210","85999"
"Andhra Pradesh",2021,1,520012,"178","127092"
"Andhra Pradesh",2021,1,524002,"178","100699"
"Andhra Pradesh",2021,1,520011,"177","70827"
"Andhra Pradesh",2021,2,523002,"1409","631953"
"Andhra Pradesh",2021,2,523001,"537","293906"
"Andhra Pradesh",2021,2,517501,"374","208258"
"Andhra Pradesh",2021,2,517507,"347","265432"
"Andhra Pradesh",2021,2,530016,"323","204624"
"Andhra Pradesh",2021,2,534002,"293","124158"
"Andhra Pradesh",2021,2,534006,"284","112884"
"Andhra Pradesh",2021,2,515001,"271","168382"
"Andhra Pradesh",2021,2,516001,"268","144765"
"Andhra Pradesh",2021,2,524002,"262","130466"
"Andhra Pradesh",2021,3,520010,"299","246736"
"Andhra Pradesh",2021,3,520011,"283","194552"
"Andhra Pradesh",2021,3,517507,"282","246665"
"Andhra Pradesh",2021,3,516001,"281","218927"
"Andhra Pradesh",2021,3,517501,"281","190890"
"Andhra Pradesh",2021,3,530026,"276","201084"
"Andhra Pradesh",2021,3,520001,"252","185104"
"Andhra Pradesh",2021,3,530016,"247","181981"
"Andhra Pradesh",2021,3,520007,"234","183730"
"Andhra Pradesh",2021,3,524004,"230","154696"
"Andhra Pradesh",2021,4,524004,"568","468698"
"Andhra Pradesh",2021,4,524002,"373","385590"
"Andhra Pradesh",2021,4,517501,"372","394057"
"Andhra Pradesh",2021,4,517507,"365","376592"
"Andhra Pradesh",2021,4,516001,"301","298417"
"Andhra Pradesh",2021,4,530016,"293","386711"
"Andhra Pradesh",2021,4,520010,"254","242094"
"Andhra Pradesh",2021,4,522001,"249","252587"
"Andhra Pradesh",2021,4,530026,"238","269565"
"Andhra Pradesh",2021,4,520011,"235","238426"
"Andhra Pradesh",2022,1,523001,"501","553651"
"Andhra Pradesh",2022,1,523002,"418","422786"
"Andhra Pradesh",2022,1,524004,"365","352581"
"Andhra Pradesh",2022,1,517507,"361","617403"
"Andhra Pradesh",2022,1,517501,"352","477461"
"Andhra Pradesh",2022,1,530016,"349","394098"
"Andhra Pradesh",2022,1,516001,"346","403725"
"Andhra Pradesh",2022,1,530026,"307","312518"
"Andhra Pradesh",2022,1,520010,"297","370767"
"Andhra Pradesh",2022,1,520007,"294","413180"
"Andhra Pradesh",2022,2,520010,"394","411471"
"Andhra Pradesh",2022,2,530016,"379","457895"
"Andhra Pradesh",2022,2,517507,"376","510705"
"Andhra Pradesh",2022,2,517501,"363","390709"
"Andhra Pradesh",2022,2,520011,"359","347013"
